gx,gy,n_violations,n_days_active,road_class,poi_demand,severity,criticality,lat,lon,top_station,peak_hour,dominant_poi,name,CIS,CIS_rank
17237,2887,71,21,1.2535211267605635,0.6197183098591549,1.508450704225352,1.4492957746478874,12.993354808450704,77.56892484929577,Sheshadripuram,9,poi_mall,South End Road,27.964122921875518,322
17232,2881,205,69,1.6902439024390243,0.0,1.2341463414634146,1.2897560975609754,12.967651511219513,77.54599938585366,Vijayanagara,4,none,1st Main Road,27.88030029234973,323
17251,2904,105,34,1.9142857142857144,0.0,1.3266666666666669,1.8428571428571427,13.071452838095237,77.63356709238094,Hennuru,7,none,Thanisandra Main Road,27.80131749119561,324
17246,2869,241,35,2.4356846473029043,0.0,1.2639004149377595,1.2112033195020746,12.913636012448134,77.60832211120332,Mico Layout,12,none,"BTP163 - 16th Main Road, BTM Layout",27.756971431776574,325
17258,2854,4,4,2.0,1.0,1.0,1.65,12.845332299999999,77.6653119,Electronic City,6,poi_techpark,1st Main Road,27.671374459703372,326
17255,2870,175,60,1.9285714285714286,0.0,1.082857142857143,1.3765714285714286,12.917239937142858,77.65172178628572,HSR Layout,11,none,27th Main Road,27.644181539823187,327
17237,2879,203,46,1.480295566502463,0.0,1.3177339901477831,1.7295566502463056,12.957844766078573,77.56820746325843,Chamarajpet,10,none,BTP214 - 5th Main Chamrajpet  Junction,27.610040208900795,328
17223,2880,27,18,1.3518518518518519,0.7407407407407407,1.5185185185185186,1.4703703703703705,12.9610631,77.50535037777779,Jnanabharathi,4,poi_mall,Mallathahalli Road,27.59651164585249,329
17229,2877,101,31,1.0,0.0,2.1831683168316833,2.01980198019802,12.947535516831683,77.53352306930694,Byatarayanapura,6,none,BTP098 - Nayandahalli Junction,27.566803378246313,330
17244,2868,612,55,1.6225490196078431,0.0,1.0808823529411764,1.2544117647058823,12.908031759313726,77.60080993415033,Mico Layout,11,none,BTP130 - GD Mara Junction,27.547326752290196,331
17241,2867,79,34,2.3227848101265822,0.012658227848101266,1.3670886075949367,1.5620253164556963,12.904363592405064,77.58569813544304,J.P. Nagar,9,poi_hospital,"BTP221 - 15th Cross, 24th Main, JP Nagar",27.529662005250486,332
17229,2868,68,31,1.8088235294117647,0.0,1.0073529411764706,2.2661764705882352,12.907726597180858,77.53302121786982,K.S. Layout,5,none,4th Main Road,27.518234248470907,333
17228,2880,983,18,1.9354018311291963,0.0,1.0279755849440488,1.4924720244150558,12.96083009220836,77.52825816565488,Byatarayanapura,12,none,BTP017 - Attiguppe Circle,27.51269304339243,334
17267,2881,58,30,2.1551724137931036,0.0,1.6120689655172413,1.7206896551724138,12.9669613618387,77.70200594467208,HAL Old Airport,9,none,Outer Ring Road,27.51001684899282,335
17233,2899,40,8,1.9125,0.0,1.5125,2.425,13.0465977025,77.549326905,Jalahalli,11,none,Jalahalli Main Road,27.490526697341743,336
17265,2889,3,1,1.8333333333333333,0.6666666666666666,1.5,2.1666666666666665,13.0020971,77.69328056666667,K.R. Pura,10,poi_transit,IOC Main Road,27.462901703545704,337
17240,2876,24,10,1.0833333333333333,1.0,1.5,1.3416666666666666,12.94437825,77.58158669166666,Wilson Garden,11,poi_school,BTP185 - RV Teachers College,27.330650622952458,338
17276,2885,106,7,1.0,0.330188679245283,1.0188679245283019,2.452830188679245,12.985459871698112,77.74565409339623,Whitefield,10,poi_techpark,Mims Gulmohar Road,27.238386323972662,339
17244,2873,8,5,1.875,0.75,1.625,1.55,12.9313209625,77.600964725,Mico Layout,3,poi_hospital,"BTP127 - Sagar Hospital, Jayanagar",27.213798092928528,340
17251,2915,188,21,1.6117021276595744,0.0,1.6515957446808511,1.8090425531914895,13.121144252659574,77.63144922978724,Yelahanka,13,none,Bellahali Main Road,27.18668057597309,341
17252,2868,78,35,1.9038461538461537,0.0,1.9871794871794872,1.4576923076923076,12.907274001282051,77.6362599551282,HSR Layout,10,none,Hosapalya Main Road,27.155889369563525,342
17264,2888,114,33,1.2763157894736843,0.14912280701754385,1.644736842105263,1.7456140350877194,12.998362153333733,77.68983022126363,Mahadevapura,1,poi_transit,Whitefield Road,27.081244276812765,343
17266,2881,48,18,2.09375,0.0,1.2916666666666667,2.158333333333333,12.968383270833334,77.70114113125,HAL Old Airport,9,none,Outer Ring Road,27.075460156376497,344
17223,2899,120,54,1.7916666666666667,0.0,1.3758333333333332,1.4508333333333332,13.046553520833333,77.5067898475,Chikkabanavara,11,none,Hesaraghatta Main Road,27.075432107207348,345
17228,2889,57,28,1.4912280701754386,0.0,1.8245614035087718,2.0543859649122806,13.003512807017545,77.52697754385966,Rajajinagar,11,none,Dr Rajkumar Puniya Bhoomi Road,27.055909817598113,346
17278,2883,19,9,2.0,0.05263157894736842,1.5789473684210527,2.3947368421052633,12.976447768421053,77.75122451052631,Whitefield,8,poi_techpark,Whitefield Main Road,27.043084299543334,347
17262,2850,27,10,1.037037037037037,0.0,2.2888888888888888,2.6296296296296298,12.82712985925926,77.68231207037036,Electronic City,3,none,Hosur Road,27.042190658198173,348
17251,2867,198,55,1.3535353535353536,0.010101010101010102,1.5328282828282829,1.4565656565656564,12.905070699345808,77.63041170981478,HSR Layout,11,poi_techpark,Hosur Road,26.93325623056638,349
17235,2896,184,25,1.048913043478261,0.0,1.232608695652174,2.372826086956522,13.033452664130435,77.55819146847826,Yeshwanthpura,10,none,MS Ramaiah Road,26.88767773353821,350
17278,2886,1,1,2.0,0.0,3.0,2.5,12.9877852,77.7538835,Mahadevapura,0,none,Whitefield Main Road,26.833333333333332,351
17239,2894,347,60,1.0389048991354466,0.002881844380403458,1.4510086455331412,1.465706051873199,13.027105790292746,77.5785339055561,Kodigehalli,3,poi_hospital,80 Feet Road,26.80885366030988,352
17247,2889,237,66,1.0147679324894514,0.008438818565400843,1.3101265822784811,1.5848101265822785,13.001639295780592,77.61299258227848,Pulikeshinagar(F.Town),11,poi_school,Madhavaraya Mudaliar Road,26.790044608268616,353
17256,2879,119,44,1.084033613445378,0.12605042016806722,1.507563025210084,1.7798319327731094,12.958847449907196,77.65493219502929,Jeevanbheemanagar,4,poi_mall,Old Airport Road,26.764524239819448,354
17255,2861,247,49,1.062753036437247,0.0,1.8380566801619433,1.5016194331983805,12.875693433603239,77.64816927246964,Hulimavu,2,none,Hosur Road,26.74435644107012,355
17240,2870,39,21,2.948717948717949,0.0,1.5,1.38974358974359,12.918168671794872,77.58292426410256,Jayanagara,6,none,"BTP177 - Aurobindo Circle, ORR",26.683583843844783,356
17247,2893,31,8,1.3709677419354838,0.6129032258064516,1.967741935483871,1.4225806451612903,13.020695370967742,77.61357114193548,K.G. Halli,6,poi_school,Dr Ambedkar Medical College Road,26.675621151100405,357
17261,2852,14,5,1.2857142857142858,0.9285714285714286,1.25,1.6428571428571428,12.83666365,77.67838715,Electronic City,4,poi_techpark,Hosur Road,26.66111324682938,358
17222,2880,6,2,1.5,1.0,1.5,1.5,12.9608584,77.5023634,Jnanabharathi,3,poi_mall,1st Cross Road,26.580584781970952,359
17245,2874,159,35,1.0314465408805031,0.24528301886792453,1.589308176100629,1.5679245283018868,12.9364634163522,77.60578283773584,Mico Layout,3,poi_techpark,BTP126 - Dairy Circle,26.47194167764157,360
17235,2879,34,13,1.8823529411764706,0.0,1.838235294117647,2.1,12.958662055882353,77.55934051764706,Chamarajpet,8,none,BTP091 - Sirsi Circle,26.461266173978203,361
17262,2931,293,61,1.0,0.0,1.5204778156996588,1.4440273037542664,13.19069966996587,77.68070501433446,Devanahalli Airport,5,none,Unnamed Road,26.368217256832065,362
17277,2880,39,29,1.9230769230769231,0.0,1.4487179487179487,1.9923076923076923,12.961483,77.7477915051282,Whitefield,8,none,Whitefield Main Road,26.36136162162256,363
17264,2848,178,36,1.0,0.0,1.2949438202247192,2.1387640449438203,12.818492275280898,77.68919602303372,Electronic City,2,none,Hosur Road,26.331300522698196,364
17227,2890,4,3,1.75,0.25,1.875,2.5,13.007539999999999,77.5259183,Rajajinagar,11,poi_mall,10th B Main Road,26.246374459703375,365
17226,2874,373,60,1.0067024128686326,0.005361930294906166,1.2428954423592493,1.5166219839142092,12.936005218230564,77.51806129168901,Byatarayanapura,11,poi_mall,Sri Sri Sri Tiruchi Mahaswamiji Road,26.234843920071633,366
17267,2867,162,58,1.4444444444444444,0.006172839506172839,1.3487654320987654,1.4425925925925924,12.903771777790668,77.70394104671384,Bellandur,11,poi_techpark,Chikkabellanduru Road,26.233913547633982,367
17239,2876,37,16,1.0,0.8108108108108109,1.5135135135135136,1.3675675675675676,12.944783133595335,77.57926321552519,Basavanagudi,4,poi_school,BTP185 - RV Teachers College,26.228394305834147,368
17252,2870,112,45,2.09375,0.03571428571428571,1.3080357142857142,1.2732142857142856,12.916413707625038,77.63759001309174,HSR Layout,3,poi_metro,14th Main Road,26.216274496004516,369
17277,2882,46,19,1.9782608695652173,0.0,1.4456521739130435,2.0413043478260873,12.970159192664445,77.75002485656866,Whitefield,7,none,Whitefield Main Road,26.19587315410016,370
17279,2889,104,42,1.9182692307692308,0.0,1.4663461538461537,1.4336538461538462,13.003139294909253,77.75709408047788,Mahadevapura,8,none,Whitefield Main Road,26.154172381918688,371
17241,2895,173,57,1.369942196531792,0.011560693641618497,1.4976878612716764,1.3757225433526012,13.028036748554912,77.58616476531792,R.T. Nagar,9,poi_mall,11th Cross Road,26.101447543303713,372
17223,2901,106,52,1.8820754716981132,0.02830188679245283,1.437735849056604,1.2481132075471697,13.055284109433963,77.50755399245283,Chikkabanavara,11,poi_mall,Hesaraghatta Main Road,26.057568713909774,373
17269,2881,50,16,1.73,0.38,1.51,1.5,12.96719391,77.714168422,HAL Old Airport,7,poi_techpark,2nd Cross Road,26.04193247778091,374
17242,2890,103,49,1.8349514563106797,0.0,1.3980582524271845,1.4116504854368932,13.006532300970875,77.5929050368932,R.T. Nagar,9,none,Jayamahal Main Road,26.036465783553936,375
17235,2880,140,44,1.4,0.0,1.6592857142857145,1.545,12.96163970642857,77.55990170071429,Chamarajpet,3,none,BTP091 - Sirsi Circle,26.015011527147493,376
17270,2865,1,1,2.0,0.0,2.0,3.0,12.8969437,77.7192774,Whitefield,1,none,Sarjapura Main Road,26.0,378
17261,2883,1,1,2.0,1.0,2.0,1.2,12.9741055,77.6784602,Banaswadi,2,poi_mall,Kaggadaspura Main Road,26.0,377
17244,2869,24,15,2.0208333333333335,0.5416666666666666,1.3958333333333333,1.3125,12.912149108333333,77.60007279583333,Mico Layout,4,poi_mall,BTP130 - GD Mara Junction,25.983428400730237,379
17270,2887,101,40,1.6683168316831682,0.0,1.4653465346534653,1.6346534653465346,12.993244408910892,77.71701642970297,Mahadevapura,4,none,Hoodi Main Road,25.978024500358522,380
17258,2853,16,11,1.4375,0.875,1.375,1.33125,12.84050255625,77.6634438625,Electronic City,6,poi_techpark,2nd Cross Road,25.940943690654905,381
17239,2890,156,41,1.6923076923076923,0.02564102564102564,1.314102564102564,1.4987179487179485,13.007035510256411,77.57895909487179,Sadashivanagar,11,poi_mall,3rd Main Road,25.937644570081268,382
17250,2881,5,4,3.0,0.2,1.9,1.56,12.96816244,77.62833364000001,Halasur,7,poi_hospital,BTP144 - Commando Hospital Junction,25.923072120459338,383
17239,2886,214,62,1.1401869158878504,0.018691588785046728,1.3873831775700933,1.422429906542056,12.98828288317757,77.5775675135514,Sheshadripuram,10,poi_transit,BTP054 - Shivananda Circle,25.9164667403629,384
17245,2870,10,5,2.75,0.0,1.73,1.98,12.916501149999998,77.60496574999999,Mico Layout,8,none,"BTP163 - 16th Main Road, BTM Layout",25.87432075738637,385
17237,2881,162,60,1.021604938271605,0.0,1.5265432098765432,1.5722222222222222,12.96753273148148,77.56920196234567,Chamarajpet,2,none,BTP085 - Briyand Circle,25.840086387140147,386
17242,2894,257,29,1.9182879377431907,0.0,1.253307392996109,1.429182879377432,13.02426083463035,77.59231960272373,R.T. Nagar,6,none,RT Nagar Main Road,25.792292551233416,387
17244,2880,1008,62,1.0178571428571428,0.0,1.0596230158730158,1.2131944444444442,12.961926653174602,77.59916923492064,Ashok Nagar,4,none,BTP172 - Nanjappa Circle,25.774053781640394,388
17263,2849,44,13,1.2159090909090908,0.0,1.7954545454545454,2.4318181818181817,12.822315818181817,77.6861684909091,Electronic City,7,none,Hosur Road,25.705397488500836,389
17221,2880,4,2,1.5,1.0,1.5,1.5,12.96193145,77.4982552,Jnanabharathi,14,poi_mall,1st Cross Road,25.654707793036707,390
17242,2886,262,67,1.0,0.015267175572519083,1.3312977099236643,1.383969465648855,12.98884331459305,77.59221252567663,High ground,5,poi_school,BTP034 - LRDE Junction,25.64423008385466,391
17223,2877,7,1,1.0,1.0,1.8571428571428572,1.5,12.948200902743482,77.50593293373886,Jnanabharathi,4,poi_school,Gandhi Marg,25.600406581694596,392
17253,2869,30,10,1.6,0.7666666666666667,1.25,1.26,12.912200360000002,77.63938076666666,HSR Layout,11,poi_metro,17th Cross Road,25.59202110101329,393
17241,2871,79,28,2.0443037974683542,0.0,1.4303797468354431,1.6075949367088607,12.922258256962024,77.5857109670886,Jayanagara,8,none,"BTP226 - 33rd Cross, 11th Main, Jayanagar",25.565105043225174,394
17239,2869,107,18,2.350467289719626,0.0,1.3532710280373832,1.4906542056074767,12.911204181377643,77.57763758691588,J.P. Nagar,0,none,BTP196 - Sarakki Main Road,25.534506434601816,395
17243,2889,187,34,1.660427807486631,0.0,1.509625668449198,1.4534759358288771,13.002797059893048,77.59507328449197,R.T. Nagar,11,none,VP Deenadayalu Naidu Road,25.52486445031297,396
17243,2877,139,56,1.525179856115108,0.007194244604316547,1.4827338129496404,1.2992805755395682,12.94902538417266,77.5967563381295,Wilson Garden,8,poi_transit,"BTP123 - 10th Cross, Wilson Garden",25.523997685644783,397
17262,2851,9,5,1.0,0.0,2.6666666666666665,2.6666666666666665,12.831302522222224,77.68103406666667,Electronic City,2,none,Hosur Road,25.517609496582416,398
17243,2862,98,48,1.8571428571428572,0.0,1.2581632653061223,1.4448979591836735,12.881828348979592,77.59593889795919,J.P. Nagar,7,none,Bannerghatta Main Road,25.478288127556752,399
17256,2853,23,7,1.0,1.0,1.173913043478261,1.434782608695652,12.840225560869566,77.6528266,Electronic City,11,poi_techpark,Neeladri Road,25.463851372961386,400
17245,2866,17,10,1.8529411764705883,0.0,1.588235294117647,2.4176470588235297,12.897901994117646,77.60638921176471,Mico Layout,2,none,Devara Chikkanahalli Main Road,25.452026593859856,401
17230,2874,244,38,1.8504098360655739,0.11475409836065574,1.0717213114754098,1.2110655737704918,12.934975759016393,77.53651790614755,Banashankari,2,poi_school,8th Main Road,25.438493150226677,402
17260,2872,67,24,2.4477611940298507,0.0,1.3582089552238805,1.462686567164179,12.924412459662287,77.67343070710811,Bellandur,11,none,Outer Ring Road,25.436885986635215,403
17254,2854,106,54,1.5943396226415094,0.009433962264150943,1.3820754716981132,1.4160377358490566,12.843434582686884,77.64428903499483,Electronic City,13,poi_techpark,Neeladri Road,25.435870600702227,404
17228,2891,36,23,1.3055555555555556,0.16666666666666666,2.013888888888889,1.8083333333333331,13.011403161111112,77.5285465,Rajajinagar,4,poi_mall,Dr Rajkumar Puniya Bhoomi Road,25.43444021763212,405
17230,2859,46,23,1.9782608695652173,0.0,1.7391304347826086,1.708695652173913,12.868495323913043,77.53633524565217,Thalagattapura,11,none,Konanakunte Main Road,25.424858661346533,406
17253,2867,102,27,1.5588235294117647,0.0,2.049019607843137,1.5,12.904173986524343,77.64068093629604,HSR Layout,10,none,27th Cross Road,25.410830758419838,407
17239,2875,240,54,1.2020833333333334,0.03333333333333333,1.4679166666666668,1.3316666666666666,12.93854806375,77.57786881791667,Basavanagudi,6,poi_hospital,BTP216 - Yediyur Junction,25.401245069162652,408
17237,2884,164,40,1.0121951219512195,0.036585365853658534,1.4847560975609757,1.7871951219512197,12.978460608536585,77.57074945853658,Chamarajpet,9,poi_transit,BTP048 - Shanthala Junction,25.28180454244981,409
17232,2901,212,73,1.0518867924528301,0.0,1.3396226415094339,1.2952830188679243,13.057223591037737,77.54697281273586,Jalahalli,11,none,Soniya Gandhi Road,25.248881571466843,410
17230,2877,62,26,1.1048387096774193,0.0,2.0161290322580645,2.0016129032258063,12.949495633870969,77.53698634838709,Byatarayanapura,1,none,BTP096 - Gali Anjaneya Temple,25.216513969126186,411
17230,2887,159,25,1.9968553459119496,0.0,1.238364779874214,1.5226415094339623,12.99216016289308,77.53849662515724,Vijayanagara,10,none,BTP207 - 8th Main Road Basaveshwara Nagar,25.119740419779934,412
17242,2893,233,25,1.9871244635193133,0.0,1.1557939914163091,1.4527896995708154,13.020978106866952,77.59252038712447,R.T. Nagar,4,none,RT Nagar Main Road,25.112461251139084,413
17254,2862,164,43,1.1219512195121952,0.0,1.826219512195122,1.5,12.880862193155048,77.64503336706309,Hulimavu,2,none,Hosur Road,25.10558503025469,414
17242,2880,130,56,1.35,0.007692307692307693,1.6753846153846155,1.28,12.962541453076923,77.58993059,Halasuru Gate,5,poi_school,BTP064 - Devanga Hostel Junction,25.100133813485343,415
17273,2879,102,29,1.0,0.0,1.6127450980392157,2.0901960784313722,12.956493202222173,77.73171158880315,Whitefield,9,none,HAL Airport Road,25.061484353191076,416
17231,2881,159,38,1.7861635220125787,0.0,1.1886792452830188,1.4867924528301888,12.96562603899371,77.54129943773586,Vijayanagara,10,none,"BTP016 - 5th Main Road, RPC Layout",25.041752998396284,417
17246,2894,5,1,1.0,1.0,1.9,1.5,13.02341916,77.60917686,K.G. Halli,7,poi_school,Dr BR Ambedkar College Road,25.02307212045934,418
17223,2891,72,31,1.7361111111111112,0.0,1.9097222222222223,1.4583333333333333,13.010795259722222,77.50633090972222,Peenya,2,none,Rajgopal Nagar Main Road,25.016847436680056,419
17274,2902,1,1,1.0,0.0,3.0,3.0,13.063394,77.7361362,K.R. Pura,4,none,Unnamed area,25.0,420
17266,2890,44,12,1.8409090909090908,0.0,1.3863636363636365,2.1568181818181817,13.007494352272728,77.69773489318182,K.R. Pura,11,none,Devasandra Main Road,24.984942943046295,421
17252,2880,235,59,1.172340425531915,0.0,1.4093617021276594,1.2982978723404255,12.961148391129985,77.63667083312487,Halasur,10,none,"BTP145 - Sri Hatti Maramma Circle, Domluru",24.76091604152485,422
17225,2874,48,28,1.0,0.3541666666666667,1.6458333333333333,1.65625,12.935740091666666,77.51497757291666,Byatarayanapura,10,poi_school,Mysore Road,24.745599045265386,423
17239,2902,112,41,1.3392857142857142,0.026785714285714284,1.5982142857142858,1.5455357142857142,13.060325121004512,77.57656623039864,Kodigehalli,4,poi_school,Kodigehalli Main Road,24.742464972194988,424
17228,2876,120,36,1.0541666666666667,0.016666666666666666,1.9041666666666666,1.6383333333333332,12.944827070833332,77.527770385,Byatarayanapura,3,poi_hospital,BTP098 - Nayandahalli Junction,24.70459877387401,425
17224,2884,35,17,1.5571428571428572,0.0,1.5714285714285714,2.2085714285714286,12.979718297142856,77.51084132,Jnanabharathi,10,none,Kengeri Main Road,24.69158562700407,426
17244,2882,190,56,1.0157894736842106,0.1,1.486315789473684,1.2942105263157895,12.971348380526315,77.59960572684211,Cubbon Park,5,poi_mall,"BTP099 - Cash Pharmacy, Residency Road",24.690170380938646,427
17226,2902,2,1,2.0,1.0,1.5,1.2,13.0591057,77.5198668,Chikkabanavara,11,poi_mall,Mallasandara Main Road,24.615725972469185,428
17240,2902,2,1,2.0,0.0,1.5,3.0,13.05913,77.5805,Kodigehalli,5,none,Kodigehalli Main Road,24.615725972469185,429
17234,2879,80,31,1.19375,0.0,1.6125,1.9425000000000001,12.9584569475,77.55489726375001,Chamarajpet,2,none,BTP092 - Bangalore Builders Junction,24.59744233384721,430
17263,2886,28,4,2.5357142857142856,0.0,1.2678571428571428,1.95,12.990799180169661,77.68765729919895,Mahadevapura,6,none,Mahadevapura Flyover,24.56207661864723,431
17239,2877,179,50,1.005586592178771,0.22905027932960895,1.2754189944134078,1.293854748603352,12.948722810294674,77.57838853254131,V.V.Puram (C.Pet),3,poi_school,BTP184 - Lalbagh West Gate,24.54403595004743,432
17232,2879,96,34,1.1875,0.0,1.9010416666666667,1.6593749999999998,12.955890679166666,77.54624530833333,Byatarayanapura,4,none,"BTP094 - Sri Skanda Complex, Mysore Road",24.539305521959548,433
17249,2888,151,22,1.8543046357615893,0.13245033112582782,1.5198675496688743,1.2119205298013245,12.998983550331126,77.62410695298014,Pulikeshinagar(F.Town),4,poi_techpark,Banaswadi Main Road,24.52821875383402,434
17234,2893,178,44,1.050561797752809,0.06179775280898876,1.3651685393258426,1.603932584269663,13.01956201797753,77.55567890674158,Yeshwanthpura,4,poi_transit,Subedar Chatram Road,24.52249902457086,435
17236,2895,36,15,1.3472222222222223,0.5555555555555556,1.5277777777777777,1.3833333333333333,13.029922527777778,77.56288816666667,Yeshwanthpura,3,poi_school,MSRE College Road,24.47888466207657,436
17240,2889,18,14,1.0277777777777777,0.6111111111111112,1.4166666666666667,1.8111111111111111,13.0039632,77.5829732,Sadashivanagar,8,poi_market,Sankey Road,24.437514624310456,437
17253,2878,50,31,2.34,0.0,1.666,1.218,12.953212012,77.64065466400001,Jeevanbheemanagar,8,none,Domlur Inner Ring Road,24.43193247778091,438
17263,2868,71,33,1.9577464788732395,0.0,1.5774647887323943,1.4,12.910064505633802,77.6863325028169,Bellandur,10,none,Sarjapura Main Road,24.427972687133728,439
17268,2879,80,16,1.85,0.0,1.925,1.5,12.95658039,77.70866843249999,HAL Old Airport,2,none,Marathahalli Bridge Service Road,24.409942333847205,440
17257,2881,88,13,1.5,0.0,1.5227272727272727,2.0090909090909093,12.966820373863635,77.65828947727273,Jeevanbheemanagar,9,none,1st Cross Road,24.40017967303528,441
17241,2874,273,66,1.1336996336996337,0.0,1.0725274725274725,1.3153846153846152,12.937227662746107,77.58512598684467,Wilson Garden,12,none,BTP218 - Syndicate Bank Junction,24.331444444785586,442
17268,2886,38,11,2.0,0.18421052631578946,1.7894736842105263,1.4526315789473685,12.987976310526316,77.70910732368421,Mahadevapura,8,poi_techpark,Hoodi Main Road,24.322868221752916,443
17255,2871,99,38,1.9141414141414141,0.0,1.5151515151515151,1.2676767676767677,12.922948806777791,77.65147275219864,HSR Layout,10,none,27th Main Road,24.32269982128967,444
17262,2888,19,13,1.9473684210526316,0.05263157894736842,1.868421052631579,1.868421052631579,12.999702505263159,77.68188498421053,Mahadevapura,2,poi_transit,Outer Ring Road,24.32203166796438,445
17272,2884,24,4,1.6041666666666667,0.5833333333333334,1.4791666666666667,1.4625000000000001,12.980307920833333,77.72665530416667,Mahadevapura,7,poi_techpark,ITPL Main Road,24.308428400730236,446
17264,2886,8,1,2.0,0.0,1.25,2.75,12.989229946409342,77.68877780187741,Mahadevapura,5,none,MN Krishnarao Road,24.305464759595193,447
17266,2845,40,6,1.05,0.0,1.3875,2.7625,12.806284307499999,77.6984549725,Electronic City,5,none,Hosur Road,24.23636003067508,448
17249,2876,90,37,1.9722222222222223,0.0,1.35,1.3544444444444443,12.9425827,77.62228297888889,Adugodi,5,none,20th Main Road,24.175641261274173,449
17251,2872,154,52,1.1006493506493507,0.0,1.5129870129870129,1.4610389610389611,12.925922090909092,77.63338050454544,Adugodi,11,none,80 Feet Road,24.11489755286266,450
17279,2890,106,39,1.990566037735849,0.0,1.330188679245283,1.259433962264151,13.007482574528302,77.75773873679246,Mahadevapura,11,none,Whitefield Main Road,24.10725424850097,451
17248,2922,11,8,1.0,0.18181818181818182,2.0,2.4545454545454546,13.150956163636364,77.61920060909091,Chikkajala,1,poi_school,Bengaluru Bellary Road,24.04556978360101,452
17265,2868,149,25,1.8993288590604027,0.0,1.2919463087248322,1.4496644295302012,12.906999399967525,77.69606438170038,Bellandur,7,none,Sarjapura Main Road,24.016754946584648,453
17236,2880,85,27,1.1352941176470588,0.0,1.7705882352941176,1.8611764705882352,12.960867158823529,77.56352123294118,Chamarajpet,2,none,"BTP089 - Police Quarters, Sultan Road",23.99094164844402,454
17266,2882,63,18,2.2936507936507935,0.0,1.4285714285714286,1.473015873015873,12.97016430014614,77.70046004792002,HAL Old Airport,8,none,Outer Ring Road,23.983291586511616,455
17226,2878,35,12,1.2285714285714286,0.0,1.8714285714285714,2.2485714285714287,12.952713422857142,77.52036150285714,Byatarayanapura,0,none,Magadi Road,23.886823722242166,456
17266,2870,28,7,1.0,0.75,1.3392857142857142,1.532142857142857,12.915556585714286,77.69870577142856,Bellandur,12,poi_school,Gear School Road,23.87279090436151,457
17258,2933,6,3,1.0,0.8333333333333334,1.75,1.6666666666666667,13.201357083333333,77.6620922,Devanahalli Airport,7,poi_mall,Kempegowda International Airport Road,23.85280700419317,458
17219,2907,19,1,1.0,1.0,1.0,1.5,13.085203484210528,77.48646901578948,Chikkabanavara,5,poi_market,Maruti Mandir Road,23.836066755683678,459
17222,2898,1,1,1.5,0.0,3.0,2.5,13.0451924,77.5003683,Peenya,12,none,4th Cross Road,23.833333333333336,460
17247,2915,58,13,2.0172413793103448,0.0,1.8103448275862069,1.5293103448275862,13.121511134482759,77.6135264137931,Yelahanka,3,none,Bagaluru Main Road,23.81231569956753,461
17239,2868,26,10,1.9423076923076923,0.038461538461538464,1.4423076923076923,2.026923076923077,12.907045819916409,77.5773964174492,J.P. Nagar,3,poi_metro,"BTP161 - 15th Cross, 35th Main, JP Nagar",23.6952035467212,462
17232,2861,56,30,1.9285714285714286,0.0,1.5178571428571428,1.4910714285714286,12.877006568186872,77.54481721392857,Thalagattapura,10,none,Konanakunte Main Road,23.67097034265339,463
17240,2890,100,33,1.4,0.01,1.4780000000000002,1.64,13.006985654,77.58103835,Sadashivanagar,7,poi_market,Sankey Road,23.66550120947363,464
17274,2885,130,28,1.0,0.0,1.023076923076923,2.2107692307692304,12.986367685384616,77.73419690076923,Whitefield,4,none,Pattandur Agrahara Road,23.646287659639185,465
17234,2883,136,55,1.2647058823529411,0.0,1.3051470588235294,1.401470588235294,12.97567918793106,77.55556697480667,Magadi Road,3,none,BTP071 - Prasanna Junction,23.62395016061788,466
17247,2888,296,58,1.0135135135135136,0.0,1.1908783783783783,1.3449324324324323,12.99716468581081,77.61371349527028,Pulikeshinagar(F.Town),3,none,Robertson Road,23.603447028674303,467
17262,2885,33,11,1.878787878787879,0.0,1.4545454545454546,2.0272727272727273,12.9835753,77.67983541515152,Banaswadi,3,none,Kaggadaspura Main Road,23.568933778039003,468
17224,2882,42,24,1.8928571428571428,0.0,1.6928571428571426,1.5880952380952382,12.971651957142857,77.51062213571429,Jnanabharathi,5,none,6th Main Road,23.564641252087853,469
17219,2869,17,7,1.0,0.0,2.176470588235294,2.5,12.913915576470588,77.48673620588235,Kengeri,11,none,Mysore Road,23.56183051542848,470
17234,2869,8,4,2.0,0.0,2.0625,2.125,12.914443114161989,77.5539061648353,Banashankari,2,none,20th Main Road,23.55963142626186,471
17227,2888,62,20,1.4516129032258065,0.016129032258064516,1.7580645161290323,1.7741935483870968,12.99926167419355,77.52474724677418,Rajajinagar,10,poi_mall,2nd Cross Road,23.553610743319737,472
17245,2869,384,32,1.6614583333333333,0.0,1.1734375000000001,1.2111979166666667,12.913608571093748,77.60552248828125,Mico Layout,5,none,"BTP163 - 16th Main Road, BTM Layout",23.536892433929893,473
17229,2881,227,24,2.0286343612334803,0.0,1.039647577092511,1.3268722466960352,12.966189662555065,77.53482244273128,Vijayanagara,8,none,"BTP016 - 5th Main Road, RPC Layout",23.52666589015458,474
17259,2854,1,1,2.0,1.0,1.0,1.5,12.8452916,77.666437,Electronic City,7,poi_techpark,1st Main Road,23.5,476
17245,2896,1,1,2.0,0.0,1.5,3.0,13.0354367,77.6038867,Hebbala,7,none,9th Main Road,23.5,475
17278,2863,27,20,1.8888888888888888,0.0,1.9074074074074074,1.6555555555555557,12.883776245931719,77.75237154233234,No Police Station,1,none,Varthur Main Road,23.461943744617926,477
